sensor_index,last_modified,date_created,last_seen,location_type,rssi,uptime,latency,latitude,longitude,altitude
64875,1600468810,1599078849,1708525218,0,-65,2998,513,38.46686,-120.04677,7252
64887,1599709597,1599079805,1708525193,1,-73,68710,213,37.50874,-122.31816,597
64897,1601751494,1599079828,1708525128,0,-45,22111,238,38.472843,-122.70231,269
64901,1626650889,1599079856,1708525176,0,-85,612,263,37.960167,-122.55101,154
64903,1599689968,1599080175,1708525201,1,-46,23834,253,37.528183,-122.30231,197
64905,1599150244,1599083317,1708525204,1,-64,348,289,38.88065,-121.27081,179
64909,1599847240,1599147497,1708525148,0,-61,1080,252,38.62547,-122.82079,134
64939,1600118178,1599147909,1708525197,0,-75,31795,308,37.695305,-121.771866,517
64941,1601855777,1599147964,1708525185,0,-74,20386,253,37.535995,-122.30686,54
64945,1603062786,1599147994,1708525187,0,-69,38117,515,41.322777,-122.09333,4503
64953,1599839781,1599148028,1708525171,0,-74,67398,292,37.819668,-122.23564,179
64967,1662849117,1599148083,1708525171,0,-66,58077,238,39.98451,-105.24575,5429
65033,1599698687,1599149581,1708525120,1,-60,10325,274,37.36112,-122.209854,677
65039,1599694807,1599149619,1708525138,1,-71,4901,270,37.76821,-122.42517,69
65043,1599689878,1599149692,1708525180,1,-51,20351,464,37.70738,-121.95005,493
65047,1696708645,1599149712,1708525154,1,-57,4278,230,37.40995,-122.13203,59
65053,1599691371,1599150335,1708525115,1,-68,11194,294,37.241035,-121.93879,292
65061,1599752494,1599150614,1708525220,1,-52,1814,260,37.230633,-121.89966,259
65065,1600408446,1599150697,1708525219,1,-57,35299,240,37.79582,-122.177155,648
65067,1599768486,1599150709,1708525129,1,-66,20425,264,37.51324,-122.29703,218
65081,1600059755,1599153066,1708525125,1,-48,920,222,37.734432,-122.435455,195
65085,1690052058,1599153108,1708525126,1,-25,430,574,37.800728,-121.977905,421
65095,1695443579,1599153213,1708525189,1,-57,69271,474,38.23698,-122.62113,17
65101,1599681522,1599153292,1708525184,1,-62,5400,259,37.84219,-122.2326,418
65103,1599688202,1599153303,1708525125,1,-72,20351,263,37.651943,-121.87313,430
65107,1599341597,1599153454,1708525206,0,-62,22231,423,37.514336,-122.272,139
65109,1599597816,1599153517,1708525184,1,-50,6767,310,38.697926,-121.09701,620
65113,1601316061,1599153591,1708525109,1,-34,24042,662,35.321987,-119.11567,366
65115,1599792422,1599153644,1708525169,1,-63,5242,260,37.913467,-122.15743,1069
65121,1630111750,1599153680,1708525118,1,-43,23921,266,37.285362,-121.88187,150
65125,1599857917,1599153697,1708525199,1,-66,11782,538,37.444317,-122.15568,49
65127,1599706616,1599153712,1708525130,1,-59,6663,291,37.371986,-122.01941,85
65137,1600542725,1599153739,1708525181,0,-62,2650,1133,38.198807,-120.0048,5282
65141,1600381495,1599153748,1708525121,0,-65,21498,482,37.47028,-122.26551,416
65147,1599777234,1599153772,1708525128,1,-59,9217,434,37.403976,-122.27614,1377
65159,1599933216,1599153901,1708525207,1,-52,62753,269,37.423637,-122.15077,48
65161,1599867638,1599153960,1708525154,0,-79,3417,232,37.369938,-122.089874,155
65163,1624126728,1599153966,1708525106,0,-80,2494,259,37.557774,-122.36531,502
65165,1663348514,1599153979,1708525101,0,-58,10311,543,38.03008,-122.580956,169
65167,1599935280,1599153994,1708525158,0,-71,552,634,37.333233,-121.91873,95
65173,1687142368,1599154038,1708525104,0,-68,7935,244,37.451115,-122.1644,60
65177,1599764811,1599154211,1708525158,0,-59,22157,406,37.647106,-122.47573,692
65181,1599753974,1599154250,1708525132,0,-72,1412,362,38.16946,-122.51076,95
65189,1601249159,1599154266,1708525206,0,-64,1038,291,39.44965,-123.80222,90
65193,1599713238,1599154283,1708525109,0,-90,23992,2967,37.92737,-122.33729,47
65195,1600131903,1599154293,1708525130,0,-65,51153,333,38.839954,-120.01911,6372
65197,1604259704,1599154300,1708525213,0,-64,23925,432,30.261005,-97.77081,485
65201,1600616784,1599154430,1708525134,0,-82,59717,213,37.885338,-122.29321,58
65209,1602188279,1599154581,1708525208,0,-70,57257,365,38.856712,-119.9966,6505
65211,1600218014,1599154600,1708507640,0,-64,70891,497,37.976818,-122.0929,271
65217,1599258404,1599154643,1708525204,0,-52,159,240,38.082848,-122.203735,222
65221,1599852390,1599154653,1708525218,0,-62,35399,276,44.108437,-123.089066,402
65223,1599779857,1599154664,1708525167,0,-78,19663,239,37.667675,-121.87901,348
65225,1599778341,1599154665,1708525132,0,-35,57042,417,37.77786,-122.17516,317
65227,1600103540,1599154686,1708525199,0,-70,5400,422,37.841007,-122.21695,729
65229,1600200173,1599154699,1708525115,0,-66,53193,211,37.490887,-122.27279,374
65233,1601681334,1599154717,1708525101,0,-60,43688,269,37.059986,-119.16983,6054
65237,1599849966,1599154732,1708525208,0,-57,21693,404,37.268948,-121.80973,188
65243,1599710088,1599154917,1708525120,0,-71,12586,264,37.91602,-122.56062,715
65245,1693435920,1599155159,1708525118,0,-60,36056,274,37.912758,-122.552864,250
65253,1601588544,1599156125,1708525160,0,-71,232,566,37.35873,-122.09728,214
65257,1599689383,1599156219,1708525140,0,-69,23773,215,37.89881,-122.27906,404
65261,1695271900,1599156321,1708525143,0,-68,23515,215,37.574253,-122.3267,12
65263,1599940680,1599156324,1708525210,0,-79,12528,244,34.117382,-118.31466,596
65265,1687126844,1599156331,1708525210,1,-58,23916,312,29.58586,-98.45115,867
65273,1657732835,1599156359,1708525202,0,-58,35493,276,37.764896,-122.46303,283
65277,1682800593,1599156387,1708525172,0,-80,35632,297,37.793743,-122.42778,262
65281,1600106191,1599156399,1708525167,0,-75,59235,231,37.854927,-122.24137,378
65283,1599788527,1599156402,1708525205,0,-72,23086,356,38.56621,-121.484406,23
65287,1599967892,1599156428,1708525155,0,-32,9639,485,37.430813,-122.11976,12
65291,1599750378,1599156439,1708525156,0,-46,46944,342,38.063984,-120.65276,1419
65293,1599858927,1599156445,1708525136,0,-67,68636,259,39.58804,-105.99414,9198
65295,1599766453,1599156451,1708525215,1,-67,37878,288,37.79298,-122.42124,187
65301,1630359247,1599156643,1708525156,0,-84,66215,431,37.90254,-122.27228,709
65305,1601575996,1599157259,1708525216,0,-26,13636,524,37.735954,-122.41659,170
65323,1599692061,1599157886,1708525153,1,-73,23682,269,38.0148,-122.51376,8
65331,1599844286,1599157957,1708525208,0,-50,55239,280,37.912514,-122.510574,76
65339,1625030475,1599158044,1708525132,1,-53,1216,491,37.884186,-122.1729,821
65349,1599784453,1599158323,1708525165,0,-56,47346,449,37.515553,-122.306854,472
65365,1629339306,1599172350,1708525142,0,-58,20269,265,38.3381,-122.26712,55
65373,1695169490,1599172471,1708525165,0,-48,8441,434,37.655804,-122.49048,168
65375,1599783807,1599172474,1708525201,0,-64,41391,455,37.770184,-122.26563,32
65413,1599251624,1599182049,1708525182,0,-62,2134,253,37.925434,-122.38814,113
65415,1630096167,1599232247,1708525120,0,-59,1976,377,38.46104,-122.41915,163
65421,1599782430,1599232283,1708525161,0,-74,22919,236,37.067093,-122.0805,332
65429,1601362411,1599232354,1708525144,0,-67,68491,226,37.88648,-122.253296,981
65437,1599769144,1599232414,1708525156,0,-47,38558,428,37.42254,-122.14984,45
65447,1599771752,1599232448,1708525215,0,-62,25867,268,37.544,-121.951,65
65449,1601395446,1599232453,1708525215,0,-67,1100,243,38.36745,-122.53173,280
65451,1599767480,1599232460,1708525170,0,-58,16100,253,37.58051,-122.31568,9
65455,1600213658,1599232586,1708525131,0,-71,9217,404,37.402428,-122.27724,1486
65467,1599585701,1599232763,1708525151,0,-70,26388,509,38.93454,-119.94929,6471
65469,1695257568,1599232773,1708525171,1,-56,34401,223,37.55506,-122.33247,150
65475,1600195478,1599232794,1708525176,0,-71,18585,245,38.004326,-121.624985,5
65479,1645395254,1599232813,1708525111,0,-62,2994,412,38.603455,-121.35937,81
65483,1652854412,1599232867,1708525185,0,-46,52247,439,37.94821,-122.3398,83
65491,1599936636,1599232998,1708525136,0,-81,6955,225,37.53025,-122.29483,74
65493,1599929224,1599233000,1708525111,0,-60,63814,243,37.892982,-122.470436,454
65495,1599585598,1599233110,1708525197,0,-80,23330,252,37.369392,-122.0685,158
65499,1603219767,1599233118,1708525166,0,-81,3,null,38.337303,-122.356224,293
65503,1600116292,1599233133,1708525144,0,-70,22265,284,38.183674,-122.64736,110
65505,1600639461,1599233139,1708525194,0,-51,2100,554,37.28992,-122.017395,287
65507,1661364032,1599233148,1708525219,0,-82,9943,301,37.89469,-122.509026,104
65513,1699151972,1599233166,1708525209,0,-70,35311,206,37.87018,-122.27886,132
65517,1600017119,1599233195,1708525187,0,-67,21051,228,37.47114,-122.269844,472
65519,1599786113,1599233200,1708525205,0,-49,5160,269,37.96411,-122.0361,50
65533,1599762947,1599234150,1708507540,1,-53,21755,557,37.382206,-122.08805,117
65535,1599770687,1599234164,1708525135,1,-70,13360,456,37.758213,-122.419945,64
65539,1599841078,1599234176,1708489315,1,-47,166,238,38.294956,-122.46057,108
65543,1600191619,1599234258,1708525162,1,-33,35107,271,37.908436,-122.556274,269
65545,1662836011,1599234310,1708111462,1,-56,44761,258,48.064,-122.782875,197
65547,1695337555,1599234325,1708525139,0,-47,10311,237,37.53786,-121.940704,141
65575,1600116295,1599234619,1708525114,1,-53,21989,273,38.16226,-122.17872,520
65585,1611363266,1599234694,1708525163,1,-72,24556,257,36.9705,-122.00747,51
65597,1599781139,1599234753,1708525190,1,-26,64596,285,37.88672,-122.2952,53
65599,1599865031,1599235015,1708525207,1,-76,59165,267,37.69034,-122.04252,411
65615,1610841521,1599235271,1708525147,1,-67,19459,337,37.530025,-122.32164,389
65619,1599788515,1599235326,1708525169,0,-72,20840,264,37.43938,-122.43303,75
65621,1599841262,1599235341,1708525137,1,-56,9333,238,37.35654,-122.08123,209
65637,1599950305,1599235548,1708525205,1,-67,8811,263,37.283672,-121.93278,198
65639,1696738298,1599235555,1708525158,0,-76,23164,352,39.151207,-123.52881,895
65641,1630521309,1599235631,1708525137,0,-79,5391,240,37.359615,-122.069,188
65643,1600661817,1599235634,1708525207,0,-61,1632,215,37.7367,-122.41505,134
65647,1599864467,1599235654,1708525201,1,-65,23829,481,37.802204,-122.2439,54
65649,1599799395,1599235664,1708525203,1,-65,7447,527,37.845207,-122.213264,1137
65655,1599788493,1599235730,1708525213,0,-64,23708,271,37.592644,-122.468025,409
65657,1599791441,1599235737,1708525193,0,-69,51265,250,36.958485,-121.97253,37
65663,1599788099,1599235766,1708525112,0,-74,23459,229,37.88564,-122.266624,370
65669,1599857777,1599235827,1708525213,0,-62,37733,251,39.976864,-105.14769,5459
65673,1599780750,1599235848,1708525146,0,-70,226,257,37.58434,-122.37982,87
65681,1599943248,1599236166,1708525108,0,-52,10305,495,37.44314,-122.24775,461
65683,1599856596,1599236172,1708525164,0,-38,3419,417,37.404026,-122.09847,49
65685,1600012065,1599236177,1708525203,0,-54,7503,291,37.857655,-122.16291,781
65691,1599924850,1599236199,1708525216,0,-79,67,266,37.209232,-121.85257,291
65695,1599784933,1599236211,1708525132,0,-71,24972,282,36.96797,-122.05804,235
65699,1600467652,1599236303,1708525162,0,-67,23983,487,37.43441,-122.19213,110
65711,1601584921,1599236403,1708525104,0,-56,2566,404,37.63386,-122.42311,76
65713,1602440850,1599236529,1708525116,0,-67,16851,278,37.766155,-122.43277,146
65715,1603582254,1599236536,1708525147,0,-69,23527,478,37.358944,-122.03971,157
65717,1599787758,1599236542,1708525133,0,-51,249,240,37.275345,-121.9388,213
65721,1599787130,1599236559,1708525117,0,-70,19813,406,37.281696,-121.89232,151
65727,1599784788,1599236608,1708525202,0,-56,22589,242,37.27943,-121.97542,228
65731,1600201404,1599236618,1708525207,0,-72,47790,240,37.368633,-122.14634,501
65735,1599835053,1599236626,1708525120,0,-63,10325,291,37.364006,-122.11961,277
65741,1600035974,1599236649,1708525210,0,-71,23901,629,37.48871,-122.2501,48
65745,1599862686,1599236663,1708525165,0,-56,18139,248,37.429947,-122.43189,83
65747,1599953167,1599236664,1708525137,0,-69,2370,423,37.84469,-122.15404,590
65751,1629474857,1599236674,1708525121,1,-50,23859,248,37.509686,-122.28115,395
65755,1662925948,1599236685,1708525209,0,-58,23901,223,37.55692,-122.315,18
65757,1630095027,1599236689,1708525156,0,-58,1978,371,38.511005,-122.47669,265
65761,1603906436,1599236990,1708525217,0,-54,71297,313,38.011147,-122.1397,174
65763,1602961783,1599236993,1708525185,0,-72,59377,217,37.849075,-122.262955,147
65769,1628447445,1599237031,1708525211,0,-74,41251,967,38.324852,-122.50414,175
65773,1630819543,1599237043,1708525161,0,-82,6895,314,37.530075,-122.32209,409
65779,1610635022,1599237127,1708525132,1,-57,1100,241,37.891296,-122.06838,166
65787,1600562618,1599237303,1708525165,0,-53,61914,426,37.798225,-122.17927,669
65789,1599850508,1599237304,1708525205,1,-57,21693,425,37.268906,-121.80992,189
65797,1600963460,1599237340,1708525129,1,-40,23043,922,39.271866,-120.128876,6849
65799,1599832556,1599237360,1708525200,1,-67,232,263,37.43584,-122.139114,25
65807,1599776771,1599237416,1708525133,0,-64,4750,528,38.795303,-123.53005,853
65821,1600011848,1599237748,1708525209,1,-44,7503,252,37.857773,-122.16288,770
65825,1599782236,1599238153,1708525201,1,-58,5400,237,37.842915,-122.247826,182
65835,1600319123,1599238295,1708525199,1,-79,5400,443,37.84702,-122.240845,381
65837,1600467739,1599238603,1708525146,1,-66,23983,459,37.43571,-122.19106,105
65849,1599838805,1599240483,1708525157,0,-67,64363,479,37.75766,-122.22616,10
65851,1599947798,1599240490,1708525123,0,-68,47789,282,37.341526,-122.109085,556
65853,1599845564,1599240499,1708525177,0,-67,21795,296,37.79617,-121.93064,638
65855,1668316791,1599240615,1708525179,0,-62,2050,295,38.16544,-122.26775,20
65857,1600027247,1599240645,1708525194,1,-68,15937,584,37.73974,-122.25725,14
65867,1600025298,1599240675,1708525159,0,-21,49817,429,37.739624,-122.25726,14
65875,1599856386,1599240754,1707952678,0,-67,14122,466,37.351376,-122.02365,152
65879,1601596679,1599241482,1708525216,1,-60,29395,267,36.963524,-121.98334,46
65889,1599770600,1599250916,1708525169,1,-70,7829,255,37.8825,-122.25554,858
65895,1599772563,1599251003,1708476050,0,-63,12541,697,37.758236,-122.41997,64
65899,1668791104,1599251015,1708525218,0,-50,18028,413,37.919083,-122.293304,509
65909,1601757296,1599251039,1708525121,0,-60,8699,1447,38.944298,-119.93774,6686
65911,1629043142,1599251046,1708525000,0,-87,62,800,37.98097,-122.6003,465
65913,1599930989,1599251167,1708525138,0,-78,23983,293,37.354107,-122.20379,856
65914,1600138665,1599251167,1708525126,0,-67,230,542,37.95928,-122.097244,182
65919,1662926727,1599251196,1708525146,0,-62,23649,237,38.567196,-121.43764,30
65927,1599793905,1599251316,1708525127,0,-74,3604,230,37.88072,-122.10665,415
65933,1699214100,1599251355,1708525157,0,-75,14388,335,37.97745,-122.52348,60
65935,1599780794,1599251361,1708525146,0,-45,7941,260,37.539795,-122.31272,63
65937,1599806789,1599251371,1708525183,0,-44,2566,304,39.363045,-120.248024,6623
65945,1599768677,1599251406,1708525173,0,-60,29410,211,37.351154,-122.132805,633
65947,1649291768,1599251411,1708525194,0,-74,12105,268,36.961082,-121.98862,41
65949,1599777271,1599251419,1708525103,0,-67,10828,217,37.75154,-122.4222,114
65951,1599854541,1599251427,1708525158,1,-68,2262,233,37.262634,-122.021484,430
65961,1599790914,1599251609,1708525105,1,-60,1428,214,37.83757,-122.25996,126
65965,1599936408,1599251659,1708525118,0,-63,16856,440,37.35759,-122.10359,217
65967,1626825296,1599252080,1708525177,1,-30,23418,557,37.738777,-122.44499,636
65969,1599949154,1599252084,1708525138,0,-58,8547,696,37.901466,-122.26915,791
65975,1626634056,1599252302,1708525180,0,-48,49492,234,39.471428,-106.08548,11272
65979,1693421661,1599252344,1708525196,0,-55,29428,224,37.745094,-122.412506,128
65985,1602561587,1599252385,1708525136,0,-71,40066,234,37.757298,-122.45022,763
66001,1599955747,1599252629,1708525157,0,-60,3798,335,37.371513,-122.16631,581
66003,1599857165,1599252646,1708525218,0,-62,50431,503,38.622356,-121.25083,119
66009,1602864447,1599252894,1708525126,1,-58,23897,292,38.518898,-121.45512,29
66013,1599841398,1599253341,1708525113,0,-68,1996,417,37.390903,-122.27697,1901
66019,1599862535,1599254702,1708525199,0,-60,63094,503,37.2665,-121.84102,159
66029,1599928972,1599254886,1708525201,0,-59,34930,275,37.50588,-122.31254,616
66045,1599955613,1599255674,1708525181,0,-62,20387,261,37.507465,-122.26838,98
66047,1632244540,1599255694,1708525190,0,-69,1288,214,37.40533,-122.24118,419
66049,1695239856,1599369903,1708525212,1,-75,16310,240,37.351257,-122.19773,830
66051,1599521455,1599431674,1708525137,0,-71,2662,418,39.299168,-120.17194,6224
66061,1599865960,1599579281,1708524755,1,-87,468,3204,37.773827,-122.46798,234
66065,1601247201,1599579296,1708525169,1,-78,1312,4026,37.632523,-122.48563,110
66071,1613779792,1599579327,1708525102,1,-46,43539,250,37.728245,-122.393524,34
66091,1600553758,1599579410,1708525142,1,-81,2024,340,37.91382,-122.5643,332
66109,1601952866,1599579478,1708525219,1,-72,32016,221,37.746796,-122.505844,29
66121,1600026297,1599579526,1708525138,1,-74,20899,387,37.73595,-122.45361,764
66127,1661891403,1599579542,1708525197,1,-76,24969,246,37.374886,-122.15578,511
66141,1600111780,1599579634,1708525126,1,-43,23569,407,37.415695,-122.13849,50
66153,1599949839,1599579744,1708525115,0,-61,16380,271,38.532223,-121.506355,35
66155,1599848675,1599579745,1708525190,0,-65,48932,239,37.814594,-122.29844,11
66159,1599859274,1599579752,1708525170,1,-59,51089,276,37.401478,-121.92329,33
66163,1599871828,1599579767,1708525106,0,-65,23547,340,37.34909,-122.04445,188
66165,1599859071,1599579776,1708525157,1,-34,15536,236,37.36925,-122.09031,158
66167,1599867102,1599579777,1708525159,0,-64,5782,260,39.054836,-123.44503,303
66169,1600718938,1599579784,1708495417,0,-73,4380,252,37.142715,-121.97199,1693
66171,1695525915,1599579791,1708525208,0,-58,38145,450,37.51647,-121.97369,30
66175,1599860362,1599579797,1708525169,0,-59,71306,236,37.731728,-122.399445,84
66179,1599868562,1599579805,1708525130,0,-55,586,211,37.76138,-122.431,80
66189,1600115586,1599579963,1708525133,1,-54,8637,446,37.36031,-122.08038,187
66191,1690244461,1599579965,1708525115,0,-81,47451,461,38.265903,-122.50024,147
66193,1599927728,1599580218,1708525217,1,-46,4590,202,37.405403,-122.24005,393
66199,1600067764,1599580427,1708525166,0,-67,12078,227,37.384464,-122.13167,213
66203,1605633731,1599580725,1708525216,1,-79,17760,426,32.755013,-117.148125,356
66205,1600545208,1599580726,1708525126,1,-68,27264,221,37.750996,-122.42038,89
66207,1700031475,1599580730,1708525157,1,-69,50154,310,37.21715,-121.83479,329
66211,1693532350,1599580758,1708525107,1,-63,24192,215,37.87014,-122.246704,678
66213,1599865913,1599580763,1708525137,1,-57,8283,413,38.52985,-121.49302,21
66219,1599862056,1599582063,1708525134,0,-75,35925,628,37.317886,-122.01586,212
66221,1599949760,1599582070,1708525220,1,-61,23306,537,37.965004,-122.250854,337
66223,1696795178,1599582074,1708525103,0,-77,22262,633,37.314556,-121.89374,110
66227,1639706902,1599582076,1708525040,0,-72,23732,3787,37.6326,-122.48597,105
66229,1689864786,1599582079,1708525187,1,-61,23855,237,37.93607,-122.10281,325
66239,1599942858,1599582094,1708525198,0,-93,484,1882,37.773903,-122.46757,236
66243,1652294861,1599582098,1708525170,1,-74,232,256,37.380005,-122.23965,717
66251,1600052482,1599582107,1708525171,0,-66,60096,283,39.57542,-105.16082,6054
66255,1628284198,1599582122,1708525129,0,-57,24417,415,37.552814,-121.99762,58
66263,1600031165,1599582149,1708525121,1,-67,2574,196,37.471855,-122.19346,32
66269,1599868698,1599582264,1708525203,1,-42,47667,220,37.405895,-122.10145,43
66273,1698543127,1599582268,1708525145,1,-46,67788,251,37.68778,-121.72792,566
66281,1600292050,1599582394,1708525120,0,-57,49161,236,37.859978,-122.22318,1051
66285,1599857003,1599582400,1708525132,1,-86,29705,263,37.396317,-122.13569,123
66287,1599855937,1599582400,1708525195,1,-49,232,241,37.38801,-122.08424,101
66289,1627773206,1599582403,1708525159,1,-61,58,230,37.914024,-121.73769,186
66295,1630162160,1599582417,1708525143,1,-65,15783,250,37.22765,-121.96138,381
66299,1599932960,1599582526,1708525185,0,-65,21517,249,38.32664,-122.50294,218
66309,1600551410,1599582795,1708033345,1,-68,11555,231,36.940266,-121.86818,121
66337,1599864229,1599583080,1708525176,0,-68,2598,249,37.523067,-122.33837,401
66341,1599849011,1599583396,1708525113,0,-64,36699,234,34.431343,-119.65089,410
66343,1599854085,1599583402,1708525167,0,-75,43753,246,37.40004,-121.95109,16
66345,1599856781,1599583421,1708525111,0,-68,17078,407,37.432182,-122.116905,11
66347,1655331718,1599583428,1708525173,0,-71,23715,263,38.117123,-122.57453,192
66349,1600016230,1599583434,1708525150,0,-88,4667,355,37.732506,-122.42401,139
66353,1668894191,1599583437,1708525133,0,-66,3884,253,37.404613,-122.24589,419
66355,1599928860,1599583443,1708525191,0,-66,21226,235,36.518147,-121.79705,161
66357,1599847886,1599583449,1708525184,1,-58,5746,222,37.7447,-122.38957,10
66359,1599938647,1599583476,1708525162,0,-68,22667,266,37.22228,-121.987335,486
66371,1599935623,1599583499,1708525198,0,-83,22701,275,37.913284,-122.52147,118
66385,1662925952,1599583699,1708525155,0,-78,25628,1348,37.913754,-122.28203,612
66387,1600099792,1599583704,1708525108,0,-66,7408,382,37.99652,-122.08318,195
66393,1599863833,1599583724,1708525135,0,-62,29581,214,37.35071,-121.96896,78
66395,1643494121,1599583734,1708525175,0,-70,23773,292,37.908802,-122.309685,35
66397,1599878259,1599583740,1708525168,0,-56,22882,332,38.105034,-122.64286,340
66409,1599926081,1599583824,1708525125,0,-54,12056,436,37.35901,-122.08061,195
66413,1601415009,1599583830,1708525163,0,-64,23984,289,37.462883,-122.19119,54
66419,1600285513,1599584877,1708525175,0,-61,6995,413,36.871403,-121.337685,380
66421,1601569819,1599584891,1708525109,0,-88,51438,303,38.209984,-122.615295,226
66423,1667493515,1599584894,1708525156,0,-72,22916,506,37.47686,-122.19998,25
66427,1700425932,1599584908,1708525202,0,-68,48604,304,37.21696,-121.8346,326
66441,1599854824,1599585093,1708525130,0,-63,55508,249,37.916615,-122.0591,105
66445,1639505721,1599585133,1708525158,0,-77,47243,244,37.42531,-122.26891,392
66451,1627773702,1599585159,1708525123,0,-56,45968,273,37.91426,-121.73787,185
66457,1602876259,1599585382,1708525144,0,-60,23569,424,37.415623,-122.13835,51
66461,1600208018,1599585393,1708525153,0,-63,54135,422,37.871204,-122.0974,388
66463,1600553314,1599585525,1708525102,0,-71,3940,316,37.91436,-122.56353,342
66467,1600531967,1599585554,1708525154,0,-58,24212,248,37.556076,-122.037796,28
66473,1638035792,1599585787,1708525110,0,-60,56010,376,40.490303,-122.40028,700
66481,1599613303,1599585821,1708525176,0,-63,3930,324,38.50444,-105.99594,7482
66483,1606416332,1599585823,1708525121,0,-73,37161,223,37.85464,-122.2427,301
66485,1600560272,1599585832,1708525143,0,-65,8635,574,37.897617,-122.266975,800
66503,1600619729,1599597282,1708525207,1,-60,40616,481,38.12428,-122.5868,126
66505,1638911593,1599597306,1708525164,1,-70,1942,248,37.41056,-122.0595,27
66523,1600185323,1599597409,1708525117,1,-44,486,264,37.989147,-122.56848,291
66527,1599944583,1599597459,1708525202,1,-74,232,526,37.357563,-122.07674,194
66529,1599852104,1599597474,1708525192,1,-32,43465,278,37.362064,-122.091774,188
66535,1599927437,1599597517,1708525145,1,-57,58722,378,37.35848,-122.08057,199
66551,1625682458,1599599077,1708525208,1,-68,23707,262,37.598537,-122.48346,503
66555,1658870763,1599599113,1708525140,1,-50,49681,255,37.353245,-122.01688,130
66561,1599891079,1599599308,1708525213,1,-57,7669,657,38.844128,-121.26893,197
66569,1628876860,1599599764,1708525154,1,-53,23653,479,37.57343,-122.395096,547
66571,1599853665,1599599785,1708525135,1,-60,35991,9759,37.452194,-122.16278,59
66573,1600562032,1599599851,1708525102,1,-56,8629,538,37.897747,-122.26742,788
66575,1695405626,1599599852,1708525128,1,-48,17638,243,37.368626,-122.07063,160
66579,1600711552,1599600072,1708525126,1,-49,6432,410,37.404514,-122.06702,46
66601,1599861270,1599600342,1708525133,1,-62,19779,224,37.804317,-122.21987,257
66603,1674021247,1599600368,1708525216,1,-54,7427,267,37.795395,-122.192375,321
66609,1599869206,1599600493,1708525174,1,-60,22189,439,37.8246,-122.2872,11
66611,1695183525,1599600505,1708525120,1,-51,7573,225,37.7832,-122.39088,17
66623,1600110712,1599602645,1708525126,1,-69,63814,283,37.883434,-122.470024,65
66627,1600458122,1599602687,1708525122,1,-46,16827,208,37.87067,-122.2982,27
66633,1600556566,1599602708,1708525216,1,-39,40150,243,37.877655,-122.279175,131
66635,1600475131,1599602721,1708525194,1,-51,11078,234,37.56686,-122.32893,30
66637,1600477175,1599602722,1708525103,1,-60,14733,363,37.227104,-121.85759,247
66641,1611849568,1599602743,1708525163,1,-68,22854,339,37.879807,-122.52611,8
66643,1600573990,1599602790,1708525133,1,-35,12476,810,38.287144,-122.00777,94
66663,1600110181,1599602982,1708525135,0,-62,63814,276,37.883514,-122.47006,77
66665,1600534493,1599603018,1708525120,1,-20,37003,264,37.43721,-122.12057,9
66675,1601514662,1599603148,1708525119,1,-63,17435,261,38.11277,-122.514114,196
66689,1600119338,1599603191,1708525181,1,-57,68292,246,37.785324,-122.450264,295
66693,1600827191,1599603197,1708525197,1,-60,20387,267,37.444885,-122.15906,55
66701,1695683903,1599603334,1708525153,1,-67,23345,221,37.75628,-122.42757,224
66707,1600729176,1599603372,1708525168,1,-47,29852,256,37.7561,-122.41481,64
66709,1600630201,1599603377,1708525157,1,-59,23984,619,37.370075,-122.21277,655
66717,1600475043,1599603721,1708525125,1,-83,58222,714,37.56713,-122.32894,29
66721,1600562436,1599665321,1708525161,1,-45,34696,677,37.760197,-122.46551,335
66733,1600821168,1599665444,1708525171,1,-63,61670,294,38.0866,-122.56637,22
66737,1695518962,1599665468,1708525211,1,-61,9513,229,38.230698,-122.63646,32
66749,1601603664,1599665511,1708525177,1,-62,66739,647,37.367928,-122.09252,161
66761,1628623645,1599665659,1708525137,1,-66,2962,620,38.823853,-120.04224,7219
66775,1602612021,1599665801,1708525206,1,-49,68740,698,38.2437,-122.65175,80
66781,1627074615,1599665860,1708525102,1,-66,14200,466,37.358337,-119.79674,1315
66783,1601326162,1599665897,1708525104,1,-78,59183,271,37.848194,-122.25174,200
66795,1600721800,1599666025,1708525202,1,-65,36235,252,37.93967,-122.31938,211
66797,1600811047,1599666116,1708525129,1,-65,21793,258,37.929188,-122.07189,88
66799,1600966118,1599666121,1708525131,1,-70,29239,279,37.583588,-120.27554,476
66807,1629320457,1599666300,1708525119,1,-42,14120,254,37.34135,-121.93657,81
66809,1600891863,1599666321,1708525189,1,-70,21091,363,37.87623,-122.24931,842
66821,1600750941,1599666544,1708525187,1,-34,232,266,37.352013,-122.07958,225
66827,1600465582,1599666598,1708525148,1,-66,8410,323,38.60947,-122.85088,110
66829,1600566973,1599666623,1708525125,1,-49,756,224,37.36996,-122.19192,835
66839,1600632375,1599666709,1708525133,1,-52,9809,257,37.860817,-122.251045,300
66844,1628732716,1599666765,1708525107,1,-69,24191,210,37.880302,-122.26723,280
66851,1600118863,1599666842,1708525123,1,-61,8863,264,37.767193,-122.44689,364
66853,1600186330,1599666857,1708525201,1,-72,29027,301,38.106926,-122.260925,125
66859,1600456845,1599666950,1708525121,1,-55,20250,2853,37.70571,-122.11224,158
66861,1600189616,1599666993,1708525187,1,-57,13136,425,37.740696,-122.25945,9
